title,variant,price,imgUrl,link,l1,l2,inviteId,modelId,final_1688_link,price judge,update date,itemid,最大价格,tag,共有model数
Wahl 专业无线蒸汽理发器 – 双电压,Wahl 专业无线蒸汽理发器 – 双电压,198,https://cf.shopee.com.br/file/br-11134207-81ztc-mk12quq2aupt1e,http://shopee.com.br/product/411418238/23999313523,Men's Care,Shaving & Grooming,IVCN202603244766,169724614630,https://detail.1688.com/offer/1004080400850.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,1688链接,03-24发布,23999313523,654.21 ,四月热招,1
USB Type-C 可充电男士毛发修剪器，适用于身体及私密部位、胸部、背部和腹股沟，带 LED 灯,它没有LED灯。,22.95,https://cf.shopee.com.br/file/cn-11134207-820l4-mjgqbv2c3hmpca,http://shopee.com.br/product/1541644682/48104662355,Men's Care,Shaving & Grooming,IVCN202603244768,395486917356,https://detail.1688.com/offer/811494115150.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0bb405a417733869166688417e110b&token=L1VIBj3T4y5GJzuMvZqLQA1txLNP80MB9BgdKUhDsQvlBySyywepQAPDrXLo3dkV,1688链接,03-24发布,48104662355,22.95 ,四月热招,1
【BLIANS 百莲霜】官方正品🎉双12年终优惠🎉Ready Stock Authentic,2个免费迷你装,3.5,https://cf.shopee.com.my/file/my-11134207-820l4-mj9euk3ry77n7f,http://shopee.com.my/product/707355114/29092263150,Skincare,Facial Moisturizer,IVCN202603244770,281770942191,https://detail.1688.com/offer/993982681047.html?spm=a26352.13672862.offerlist.21.73341056EEq4DL&offerId=993982681047&sortType=&pageId=&abBizDataType=cbuOffer&hotSaleSkuId=5968976432818&trace_log=normal&uuid=40e22178f514442f88dd952cae8281ad&forcePC=1773634204123,1688链接,03-24发布,29092263150,224.95 ,四月热招,2
Skinoren 壬二酸 20% 祛痘淡斑霜（soon_gold）,Kem Skinoren 30克,11,https://cf.shopee.vn/file/vn-11134207-820l4-mjv2822cidc47d,http://shopee.vn/product/1694803363/57255244673,Skincare,Acne Treatment,IVCN202603244772,315516529154,https://detail.1688.com/offer/1011233178273.html?spm=a26352.b28411319/2508.0.0,1688链接,03-24发布,57255244673,51.59 ,四月热招,1
烟酰胺 10% + TXA 4 血清 | Skincarebudmnl 壬二酸 10+ 透明质酸精华 30 毫升（Anua）,壬二酸 10% 30 毫升,10,https://cf.shopee.ph/file/ph-11134207-81zth-ml6agmmlodmr55,http://shopee.ph/product/113923953/52406157597,Skincare,Facial Serum & Essence,IVCN202603244774,405583865858,https://detail.1688.com/offer/994402365898.html?lang=zh&kjSource=pc&fromkv=refer%3AHVDFOR2TGRCFGTSGKJLUWVCDKFGDINCUKNHEEVKHIFNEIR2OKJLEQQJUKRIVQM2NJ5BEMV2LGZGFQTRVLJDUSVJTIZGUMWSHI4ZEGN2HIUZVIT2NLJMEOSKZKRHU4USXI5CTIRCTLAZTGUCVHU6T2PJ5JU111111&bizType=saasTool&customerId=alipriceLP,1688链接,03-24发布,52406157597,76.44 ,四月热招,1
[50毫升] BLOCKS 清凉舒缓水润轻盈防晒霜 SPF50+ PA++++ 不粘腻半哑光 适合油性肌肤,50毫升,6,https://cf.shopee.ph/file/ph-11134207-81ztg-ml4u426umqz142,http://shopee.ph/product/1478736675/26628392517,Skincare,Face Sunscreen,IVCN202603244776,390568745736,https://detail.1688.com/offer/967862153302.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0bf89a7417736344649533908e0e9f&token=Z5Ug7UHWbz1burxxN2Jehnw%2Bxl%2FCkI3tvE%2BpyDU%2FX2azXOlFIvHtgyrgVP8hAkIK,1688链接,03-24发布,26628392517,33.54 ,四月热招,1
Smart Brain HC 90-4 限量版理发器，集强大功能与精致设计于一体的特别版。,HC 90-4 限量版黑色,466.69,https://cf.shopee.vn/file/vn-11134207-81ztc-mk26eeiw8feuee,http://shopee.vn/product/84416486/50801438461,Men's Care,Shaving & Grooming,IVCN202603244778,355132212102,https://detail.1688.com/offer/1022026660076.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.30124514.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,1688链接,03-24发布,50801438461,466.70 ,四月热招,1
1medicube Zero Pore Pad 2.0 三文鱼 PDRN 粉色安瓶装 30ml,两件套,20,https://cf.shopee.com.br/file/sg-11134201-8259z-mft6hvnqc9ai49,http://shopee.com.br/product/1527972001/43374028965,Skincare,Facial Moisturizer,IVCN202603244780,261952047438,https://detail.1688.com/offer/946951019505.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0bf8ca8917736464758825075e10d3&token=xz5ovTnhsuJQjgLg8eVlbcOcQGUO%2FKF3ZUlqTBf71JrJbZHaA2A2XnukdAbIYGLk https://detail.1688.com/offer/995490343221.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0bf8ca8917736465800314984e10b1&token=O9aQRWHqbg9d0oRqlkxE%2BXH28DxDQfDJOuFEnbOy1DSDUCPjAFOvxLPkUUjAqv8t,1688链接,03-24发布,43374028965,20.98 ,四月热招,1
Mondial SuperGroom BG-03 黑/蓝色理发器 - 10 合 1 功能，可充电电池，不锈钢刀片,黑蓝|1件,47.28,https://cf.shopee.com.br/file/br-11134207-81ztc-mj719cyds6bl44,http://shopee.com.br/product/208073571/50504273654,Men's Care,Shaving & Grooming,IVCN202603244782,440403526245,https://detail.1688.com/offer/663759655882.html?kj_agent_plugin=aliprice&fromkv=xytTrace:21360a2e17733836610798359e0e6c&token=2jde6Kvw%2BYE93hfd38lnVMcX%2BGlPGiXPpHX1r08EnSnmOL6xFFE2GBzNfhNDcZ1X,1688链接,03-24发布,50504273654,47.29 ,四月热招,1
男士私处专用防水无线理发器，带LED聚光灯,LED灯和底座，3个电池接口。,63,https://cf.shopee.com.br/file/cn-11134207-820l4-mlhndhjqmqyqb0,http://shopee.com.br/product/1541644703/43253931636,Men's Care,Shaving & Grooming,IVCN202603244784,206114534894,https://detail.1688.com/offer/868314241736.html?lang=zh&kjSource=pc&fromkv=refer%3AHVDFOR2TGRCFGTSGKJLUWVCDKFGDINCEJVHUEVCHIUZEIRKOIJJEONC2KRGVQM2NJ5BEMV2LGZGFQTRVLJDUSVJTIZGUMWSHI4ZEGN2HIUZVIT2NLJKUOVJTKRJU2USUI5ATGVCJLAZTGUCVHU6T2PJ5JU111111&bizType=saasTool&customerId=alipriceLP,1688链接,03-24发布,43253931636,68.35 ,四月热招,4
Feld Apotheke 毛孔紧致精华液 50ml：一款能够缩小毛孔并预防痤疮的精华液。,#SERU 50毫升,16.67,https://cf.shopee.vn/file/vn-11134207-820l4-milgrse3t1jb4b,http://shopee.vn/product/1924117/54853517104,Skincare,Facial Serum & Essence,IVCN202603244786,320337233293,https://detail.1688.com/offer/976281597326.html?spm=a26352.13672862.offerlist.34.128c1e62wVsOgG&offerId=976281597326&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=9bef4e12b8c24497aaf2e41b7af47985&skuId=5930403837172&forcePC=1773656649429,1688链接,03-24发布,54853517104,52.60 ,四月热招,1
【正品】Medik8 晶透视黄醇抗衰老紧致霜 3 / 视黄醇 6 / 视黄醇 10 / 视黄醇 20,视网膜 10,29,https://cf.shopee.vn/file/vn-11134207-7qukw-lezx0t5t82oabb,http://shopee.vn/product/32022692/7442497600,Skincare,Facial Moisturizer,IVCN202603244788,380527206784,https://detail.1688.com/offer/721878396630.html?spm=a26352.13672862.offerlist.9.52bd61acDsUOq0&offerId=721878396630&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=836096a5a82c4305b5210574f1aca78f&skuId=5025403809711&forcePC=1773632657351,1688链接,03-24发布,7442497600,359.34 ,四月热招,2
VGR V082 专业电动理发器/修剪器/可充电理发器/理发师专用理发器,V-937,27.05,https://cf.shopee.com.my/file/sg-11134201-82260-mhum18i5kikg6d,http://shopee.com.my/product/1677834936/56702597987,Men's Care,Shaving & Grooming,IVCN202603244790,340250970837,https://detail.1688.com/offer/658374495600.html?spm=a26352.b28411319/2508.0.0,1688链接,03-24发布,56702597987,27.05 ,四月热招,1
JRL Onyx GHOST 系列（白色限量版）专业理发器/修剪器/剃须刀,幽灵2,110,https://cf.shopee.com.my/file/my-11134207-820la-mjp6y06xyz9hf1,http://shopee.com.my/product/197572889/53704952402,Men's Care,Shaving & Grooming,IVCN202603244792,360456921506,无同款,1688链接,03-24发布,53704952402,846.28 ,四月热招,1
男士私处专用防水无线理发器，带LED聚光灯,它没有LED灯，也没有支架。,33,https://cf.shopee.com.br/file/cn-11134207-820l4-mlhndhjqmqyqb0,http://shopee.com.br/product/1541644703/43253931636,Men's Care,Shaving & Grooming,IVCN202603244794,345596550197,https://detail.1688.com/offer/779801658929.html?lang=zh&kjSource=pc&fromkv=refer%3AHVDFOR2TGRCFGTSGKJLUWVCDKFGDIM2UJ5HUUWKHIFMVITKOJJMUQRK2IRJVQM2NJ5BEMV2LGZGFQTRVLJDUSVJTIZGUMWSHI4ZEGN2HIUZVIT2NLJKUOVJUIRBU2WSZJBAVSRCRLAZTGUCVHU6T2PJ5JU111111&bizType=saasTool&customerId=alipriceLP,1688链接,03-24发布,43253931636,43.49 ,四月热招,4
M ONE 面霜：改善暗沉肌肤，深层补水，令肌肤柔软光滑，并带有淡淡的香味。,50克,39.9,https://cf.shopee.vn/file/vn-11134207-81ztc-mlbi41fr8wzn07,http://shopee.vn/product/1618600139/52754567999,Skincare,Facial Moisturizer,IVCN202603244796,345425603104,https://detail.1688.com/offer/952129721422.html?lang=zh&kjSource=pc&fromkv=refer%3AHVDFOR2TGRCFGTSGKJLUWVCDKFGDINCUJNGVEUSHJE2FIT2NKJJEOUK2IRCVQM2NJ5BEMV2LGZGFQTRVLJDUSVJTIZGUMWSHI4ZEGN2HIUZVIT2NLJMEORJUKRIU4SSZI5GVSVCDLAZTGUCVHU6T2PJ5JU111111&bizType=saasTool&customerId=alipriceLP,1688链接,03-24发布,52754567999,70.98 ,四月热招,1
男士电动剃须刀理发器套装，含胸毛修剪器和剃须刀,蓝色，127/220伏,56,https://cf.shopee.com.br/file/br-11134207-81ztc-mjtk90koi29ye1,http://shopee.com.br/product/1536357143/22894800095,Men's Care,Shaving & Grooming,IVCN202603244798,219184847690,https://detail.1688.com/offer/884285288765.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2127a84b17733883320235356e0e08&token=tIcEl6wdEfcfJ%2B36V6xdxvq58flZZ0HgG5ohlSiTcAcXNEqmz0rB%2Bo9Rb59XUdCr,1688链接,03-24发布,22894800095,64.66 ,四月热招,2
男士电动剃须刀理发器套装，含胸毛修剪器和剃须刀,黑色，127/220伏,56,https://cf.shopee.com.br/file/br-11134207-81ztc-mjtk90koi29ye1,http://shopee.com.br/product/1536357143/22894800095,Men's Care,Shaving & Grooming,IVCN202603244800,219184847689,https://detail.1688.com/offer/884285288765.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2127a84b17733883320235356e0e08&token=tIcEl6wdEfcfJ%2B36V6xdxvq58flZZ0HgG5ohlSiTcAcXNEqmz0rB%2Bo9Rb59XUdCr,1688链接,03-24发布,22894800095,65.10 ,四月热招,2
Wahl USA经典系列超锥形枪,Wahl USA经典系列超锥形枪,89,https://cf.shopee.com.my/file/7ca2b50d6ca4c362c1c474089d18110f,http://shopee.com.my/product/182548032/3107236850,Men's Care,Shaving & Grooming,IVCN202603244802,71049715002,https://detail.1688.com/offer/993126755593.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,1688链接,03-24发布,3107236850,214.33 ,四月热招,1
Wmark Ng X1 Plus 矢量电机切割机，带底座和 LED 显示屏,Wmark Ng X1 Plus 矢量电机切割机，带底座和 LED 显示屏,398,https://cf.shopee.com.br/file/sg-11134201-82614-ml40cllbvchu0f,http://shopee.com.br/product/730132804/58255639655,Men's Care,Shaving & Grooming,IVCN202603244804,149790494627,https://detail.1688.com/offer/933893607213.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0b0fdc4f17736413488122311e102c&token=OoaHba0WTtv0hNd2DxxGSWClgENcykFko1FJmJcGuXDdsza3cG72%2FtoUPqEBo7LD,1688链接,03-24发布,58255639655,520.15 ,四月热招,1
飞利浦 OneBlade 私处毛发修剪器 QP1924/10 防水 - 双电压,飞利浦 OneBlade 私处毛发修剪器 QP1924/10 防水 - 双电压,45,https://cf.shopee.com.br/file/br-11134207-81ztc-mj8p2zsqtjwh7b,http://shopee.com.br/product/1245660781/58252940429,Men's Care,Shaving & Grooming,IVCN202603244806,109727073756,https://detail.1688.com/offer/1011867747303.html?spm=a26352.b28411319/2508.0.0,1688链接,03-24发布,58252940429,94.36 ,四月热招,1
Peterson's Lab 20% 纯维生素 C 亮白精华液 - 强效亮白精华液 - 20% 维生素 C 增效剂,20% VC,3.2,https://cf.shopee.com.my/file/cn-11134207-820l4-mjmx8nkr2j2f84,http://shopee.com.my/product/1431129589/26021725505,Skincare,Facial Serum & Essence,IVCN202603244808,410200079807,https://detail.1688.com/offer/1000782749706.html?kj_agent_plugin=aliprice&fromkv=xytTrace:21080f7717736442292466670e118d&token=ew%2BMJ70wIzBnyJFzeSPa4tyeNLHqpuuJJJIFzf1qSL6geX8fObSe%2FkAChZlvUKPR,1688链接,03-24发布,26021725505,14.76 ,四月热招,1
【热销】茶壳美白精华液 5% 烟酰胺 & α-熊果苷 30ml - 淡化色斑，提亮肤色,1瓶/30毫升,3.19,https://cf.shopee.ph/file/ph-11134207-81zth-mkc5hcrh48ao26,http://shopee.ph/product/1731903343/42378545448,Skincare,Facial Serum & Essence,IVCN202603244810,315517704173,https://detail.1688.com/offer/1019767761630.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.30124514.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,1688链接,03-24发布,42378545448,3.19 ,四月热招,1
ENSSU 男士私处修剪器 | 适用于腹股沟、腋下和身体的修剪器 | IPX7 防水,一个,68,https://cf.shopee.com.br/file/cn-11134207-7ras8-mcill91nbeh7aa,http://shopee.com.br/product/1541644690/41264050257,Men's Care,Shaving & Grooming,IVCN202603244812,296157256831,https://detail.1688.com/offer/937490400332.html?lang=zh&kjSource=pc&fromkv=refer%3AHVDFOR2TGRCFGTSGKJLUWVCDKFGDINCUI5HFUVKIIVMUISKNIJIUOTK2KRCVQM2NJ5BEMV2LGZGFQTRVLJDUSVJTIZGUMWSHI4ZEGN2HIUZVIT2NLJKUONBSIRGU2SSUI5ATEVCPLAZTGUCVHU6T2PJ5JU111111&bizType=saasTool&customerId=alipriceLP,1688链接,03-24发布,41264050257,72.90 ,四月热招,1
Jrl Onyx 专业无线理发器，双电压,鬼,443,https://cf.shopee.com.br/file/br-11134207-7r98o-m5yoo5qkrd0y82,http://shopee.com.br/product/879994475/23092875248,Men's Care,Shaving & Grooming,IVCN202603244814,219603604716,"https://detail.1688.com/offer/657701943443.html?kj_agent_plugin=aliprice&fromkv=xytTrace:212b5ecd17733720261678075e10e2&token=FjziQBllGSWgO73L%2Foe9ApCHtGQ%2FUaLBpLgC9LMLmjm%2F0hAg9DyXaO7O4js0PXts
https://detail.1688.com/offer/729892417778.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2108837b17733867175288006e0fad&token=CZpJuyWBr%2BapZEy6Mum8m34hI5LxmC1xaNfhFnxqwwHwPPUlVTvDnoxbA%2Bq27KUQ",1688链接,03-24发布,23092875248,920.42 ,四月热招,1
TUFT Pro Vector Motor Vista 2882i 理发器和 2881i 修剪器组合套装，配备直观的扭矩控制,TUFT Vista-C Clipper,52,https://cf.shopee.com.my/file/my-11134207-820lh-meqxu2pv88hv1c,http://shopee.com.my/product/12994/1682992357,Men's Care,Shaving & Grooming,IVCN202603244816,99863044777,https://detail.1688.com/offer/897755042268.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,1688链接,03-24发布,1682992357,430.55 ,四月热招,1
【茉莉花香】OGANACELL 舒缓洁面乳/保湿洁面乳/深层清洁毛孔凝胶 面部旅行装 10ml,Derx洁面乳 120毫升*3瓶,42,https://cf.shopee.com.my/file/sg-11134207-8262f-ml9094mn1d6of5,http://shopee.com.my/product/1023313999/43705803559,Skincare,Facial Cleanser,IVCN202603244818,445587277123,https://detail.1688.com/offer/943680239770.html?kj_agent_plugin=aliprice&fromkv=xytTrace:210702e017736448514963489e0dde&token=kpDuCpiB8I3MzqWJVYNlUykPvAdDiQQI8Yk61%2BtOsKHLSh5S%2Bps2tVVs1rikacdR,1688链接,03-24发布,43705803559,254.96 ,四月热招,1
Passo 1 / 2 We Bella 眉毛定型睫毛提升,步骤 01 和 02,10.5,https://cf.shopee.com.br/file/br-11134207-7r98o-mdho2mftwqm151,http://shopee.com.br/product/387853823/23693103984,Skincare,Eye Treatment,IVCN202603244820,189617576505,无同款,1688链接,03-24发布,23693103984,119.08 ,四月热招,1
RVB LAB 的 Skin Meso Fill 面霜和精华液有助于再生、焕活和提亮肌肤。,面霜 + 精华液 + 3 片免费面膜,20.3,https://cf.shopee.vn/file/vn-11134207-820l4-mgri5iafi03x87,http://shopee.vn/product/609197285/27736001476,Skincare,Facial Moisturizer,IVCN202603244822,243376521074,无同款,1688链接,03-24发布,27736001476,777.94 ,四月热招,1
WAHL 专业魔术夹无线理发器，黑金配色，原装正品，6500转/分钟,WAHL 专业魔术夹无线理发器，黑金配色，原装正品，6500转/分钟,158,https://cf.shopee.com.br/file/br-11134207-7r98o-m310p2y4fy85d3,http://shopee.com.br/product/1007330377/23093546589,Men's Care,Shaving & Grooming,IVCN202603244824,169401450506,https://detail.1688.com/offer/995180076944.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0bab14ad17733864005262542e0f53&token=xFoZiWQ3qSMgChEV3oKVoQARE9QKU0w8f3ezFJyhDqHwSy%2F8jaGCnX1%2BrDIsk%2BeV,1688链接,03-24发布,23093546589,625.19 ,四月热招,1
视网膜紧致精华滋养面部护理液，高效且组合装,1件,6,https://cf.shopee.com.br/file/cn-11134207-820l4-mlbhr9cjs5xd7f,http://shopee.com.br/product/1311479629/29540201212,Skincare,Facial Moisturizer,IVCN202603244826,282422269649,https://detail.1688.com/offer/977306852302.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23cf.shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,1688链接,03-24发布,29540201212,6.41 ,四月热招,3
【睫毛眉毛浓密纤长精华液双效组合】DAILY EFFECT 增长肽睫毛眉毛精华液（5ml + 5ml）,1根眉毛,4.2,https://cf.shopee.vn/file/vn-11134207-81ztc-mlfvpd3m3283f8,http://shopee.vn/product/231742598/43425877811,Skincare,Eye Treatment,IVCN202603244828,395531448762,https://detail.1688.com/offer/996847759456.html?spm=a26352.13672862.offerlist.189.18ef4278WrnPI5&offerId=996847759456&sortType=&pageId=&abBizDataType=cbuOffer&hotSaleSkuId=6146652491749&trace_log=normal&uuid=8025ee4249cf46b6b4fad37b03fd3e4a&forcePC=1773369625174,1688链接,03-24发布,43425877811,19.76 ,四月热招,1
